Gender,Age,Annual_Income,Employment_Status,Years_of_Employment,Education_Level,Marital_Status,Number_of_Dependents,Existing_Loan_Amount,Monthly_Income,Credit_Score,Loan_Status,Credit_History,Number_of_Credit_Inquiries,Debt_to_Income_Ratio,Approval_Status
Female,36,106247.77,Employed,15.3,Master,Single,0,13433.29,7812.5,760.0,Active,Good,5,0.2202,Approved
Female,42,32566.42,Employed,3.5,Bachelor,Married,2,3225.33,2443.22,611.0,None,Average,0,0.3899,Approved
Male,23,58005.17,Employed,3.4,Bachelor,Single,2,24447.46,4508.45,590.0,Default,Average,0,0.5302,Approved
Male,26,66851.79,Self-Employed,7.9,Bachelor,Married,3,16776.4,5062.7,507.0,Closed,Good,2,0.381,Approved
Male,25,92564.99,Employed,3.2,High School,Married,3,2872.76,6863.32,623.0,None,Good,3,0.2101,Approved
Male,27,142143.41,Unemployed,2.7,Bachelor,Single,0,51549.06,11225.45,576.0,None,Average,0,0.5381,Rejected
Female,28,132575.57,Employed,2.2,Bachelor,Married,1,12618.03,10956.38,631.0,None,Good,6,0.1462,Rejected
Male,41,110145.35,Employed,1.5,Bachelor,Married,3,32844.06,8892.88,817.0,None,Average,0,0.4301,Approved
Female,55,54839.54,Employed,8.2,High School,Single,0,1173.64,4153.99,575.0,None,Good,1,0.0892,Rejected
Female,57,48269.84,Employed,2.0,High School,Single,1,2767.25,3542.09,589.0,None,Good,5,0.1379,Approved
Female,26,97351.09,Unemployed,8.0,Master,Married,0,11446.33,7072.49,588.0,Default,Good,0,0.2925,Approved
Female,44,48593.7,Self-Employed,18.8,Bachelor,Married,1,1598.17,3803.52,706.0,None,Good,7,0.1947,Approved
Female,25,69254.71,Retired,2.4,High School,Single,4,13738.12,5241.27,560.0,Default,Good,4,0.3038,Rejected
Female,34,37646.74,Employed,0.4,High School,Married,2,17384.19,2999.42,663.0,None,Average,1,0.5454,Approved
Female,44,83260.22,Employed,3.3,High School,Single,1,32505.86,6599.24,643.0,Active,Good,7,0.5442,Approved
Male,28,88578.37,Employed,2.5,High School,Single,4,13194.6,7322.44,754.0,Active,Good,1,0.1927,Approved
Female,39,147858.08,Unemployed,10.8,Master,Single,2,25323.6,10852.95,625.0,Active,Poor,7,0.232,Approved
Female,54,63052.93,Employed,2.2,PhD,Single,0,26813.47,5251.47,597.0,None,Average,7,0.5412,Rejected
Female,53,98612.27,Unemployed,0.4,High School,Married,1,24926.31,7576.03,680.0,None,Average,3,0.397,Approved
Female,25,,Self-Employed,0.7,Master,Single,3,27068.12,5539.18,633.0,Active,No History,1,0.4728,Approved
Female,24,112602.47,Employed,2.6,High School,Married,0,53604.49,8306.97,763.0,None,Good,6,0.5844,Approved
Female,25,84233.05,Employed,3.9,Master,Single,1,22280.54,6868.84,755.0,Closed,Average,1,0.4847,Approved
Female,36,100219.95,Retired,4.6,Other,Married,3,45039.4,7792.3,668.0,None,Good,6,0.6535,Rejected
Female,32,78276.03,Employed,6.5,Master,Single,0,28611.29,5640.05,615.0,None,Average,7,0.4361,Approved
Female,47,143136.41,Employed,3.4,Master,Married,4,55997.78,11699.0,698.0,None,Average,3,0.4001,Rejected
Male,38,122062.74,Employed,6.7,Bachelor,Married,0,28998.88,9020.12,616.0,None,Average,3,0.4115,Approved
Female,42,50784.23,Self-Employed,1.4,Other,Married,1,23548.33,3737.55,745.0,None,Good,5,0.6089,Approved
Female,49,80042.38,Unemployed,3.0,Bachelor,Married,1,18097.11,6309.61,682.0,None,Good,1,0.2783,Approved
Female,22,131107.6,Employed,4.0,Bachelor,Divorced,4,18486.72,9415.43,577.0,None,Good,0,0.3114,Rejected
Female,30,83804.94,Unemployed,12.0,High School,Married,0,7450.4,6405.59,753.0,Active,Average,0,0.127,Approved
Male,21,134016.1,Self-Employed,1.2,High School,Married,2,18812.64,10131.16,730.0,Default,Good,1,0.2825,Approved
Female,60,120620.43,Retired,1.7,Other,Married,4,52959.41,8969.07,669.0,None,Good,5,0.458,Approved
Male,56,69539.19,Self-Employed,6.7,PhD,Married,4,30596.75,5598.97,682.0,None,Good,5,0.499,Approved
Male,45,134485.91,Employed,0.5,Bachelor,Divorced,0,53310.45,9965.06,644.0,Active,Good,1,0.648,Approved
Female,53,43449.37,Self-Employed,5.7,High School,Single,3,17431.95,3338.15,585.0,Default,No History,3,0.5245,Rejected
Male,48,114146.76,Employed,3.9,Bachelor,Married,3,16774.81,8470.85,802.0,Active,Good,4,0.2383,Approved
Male,54,116206.89,Self-Employed,7.6,Master,Single,3,44639.48,9437.44,668.0,None,No History,6,0.6588,Rejected
Female,44,128425.49,Retired,2.2,Bachelor,Married,4,34017.89,9117.89,744.0,Active,Poor,2,0.4351,Approved
Male,53,56090.53,Employed,6.4,Master,Divorced,2,702.15,4602.86,463.0,Default,Good,3,0.1883,Approved
Female,62,105173.64,Employed,0.8,High School,Single,4,14956.76,8211.16,593.0,Active,Good,5,0.3849,Approved
Male,24,126003.12,Retired,4.0,Bachelor,Single,2,50167.04,9346.47,818.0,Active,Good,2,0.4635,Rejected
Male,34,75723.92,Employed,0.3,Other,Single,0,29842.99,5585.15,664.0,Default,Good,4,0.5578,Approved
Female,24,101413.29,Employed,3.2,Bachelor,Single,1,46793.36,8296.69,547.0,Default,Average,7,0.7604,Rejected
Male,46,58008.44,Employed,7.9,Master,Single,3,25726.34,4219.19,698.0,None,Good,4,0.533,Rejected
Female,47,95214.8,Retired,2.7,Master,Single,0,5668.66,7027.02,644.0,None,Average,1,0.2196,Approved
Male,35,101337.01,Employed,5.7,Bachelor,Divorced,4,44188.53,7366.03,512.0,None,Good,3,0.7042,Approved
Female,45,75662.84,Self-Employed,0.1,Bachelor,Married,4,9148.18,5906.64,548.0,Default,Good,4,0.1528,Rejected
Male,55,92897.12,Unemployed,2.3,Master,Married,0,7736.76,7345.19,638.0,Active,Good,6,0.1016,Approved
Female,21,107757.13,Employed,0.6,Bachelor,Married,0,20032.1,8665.61,730.0,Active,Good,4,0.2153,Approved
Female,56,98155.71,Retired,5.3,High School,Divorced,3,43429.66,7950.51,721.0,None,Good,0,0.5385,Approved
Male,56,80922.69,Employed,0.2,High School,Married,0,29691.75,5810.67,,Closed,Good,4,0.5025,Rejected
Male,59,37616.38,Employed,0.8,Bachelor,Divorced,0,8534.06,2896.74,596.0,None,Average,2,0.3231,Approved
Male,43,141772.76,Employed,4.5,Other,Single,4,308.58,10462.76,684.0,None,Good,2,0.2172,Approved
Male,31,148799.08,Employed,6.8,PhD,Single,3,18869.22,12071.55,552.0,None,Good,4,0.2845,Approved
Male,57,109826.64,Employed,9.3,Bachelor,Single,2,34311.88,8997.0,771.0,None,Poor,3,0.5002,Approved
Female,44,91124.96,Employed,3.0,High School,Divorced,4,38480.08,7458.94,628.0,None,Poor,7,0.4477,Rejected
Female,44,33844.52,Retired,5.8,Bachelor,Married,4,1392.23,2752.46,672.0,None,Average,0,0.0991,Approved
Female,21,147193.74,Employed,2.7,Bachelor,Single,2,63933.15,11711.21,536.0,Active,Good,2,0.473,Approved
Female,61,138530.69,Employed,1.4,Master,Divorced,4,26962.21,11241.94,476.0,Default,Good,4,0.486,Approved
Female,44,55798.84,Unemployed,0.4,Bachelor,Married,2,19839.93,3963.71,573.0,Closed,Good,3,0.3681,Rejected
Female,54,26047.4,Retired,2.8,Master,Married,2,9431.67,2014.28,620.0,None,Good,0,0.3856,Approved
Male,38,99419.42,Employed,4.4,Master,Divorced,0,21471.28,8049.6,631.0,Closed,Good,6,0.2873,Approved
Female,22,63575.15,Self-Employed,4.0,Master,Divorced,0,22933.64,4594.17,648.0,None,Good,7,0.4565,Approved
Female,37,112805.89,Employed,1.9,Master,Married,3,23805.91,8008.92,751.0,Default,No History,4,0.4306,Approved
Male,55,58065.67,Employed,2.4,Bachelor,Single,2,9578.8,4616.39,631.0,None,Good,1,0.4408,Approved
Female,48,138809.89,Employed,5.6,Bachelor,Single,0,50711.67,10470.89,684.0,Default,Good,6,0.5377,Rejected
Male,23,148725.8,Employed,4.2,Master,Married,3,14450.27,12058.01,641.0,None,Good,0,0.333,Rejected
Male,26,26780.44,Employed,6.0,Bachelor,Married,0,7764.93,1930.19,628.0,None,Good,7,0.5395,Approved
Female,49,45029.53,Employed,0.6,Bachelor,Single,4,6747.63,3521.69,581.0,None,Good,0,0.4141,Approved
Male,27,116875.9,Self-Employed,0.3,Bachelor,Married,2,12366.37,8767.69,741.0,None,Good,0,0.3927,Approved
Female,29,113522.59,Employed,1.0,High School,Married,4,31135.78,8835.72,648.0,None,Good,2,0.4426,Approved
Female,23,109055.87,Employed,0.8,Bachelor,Single,2,13324.75,8640.22,657.0,None,Good,1,0.338,Approved
Female,55,146655.39,Employed,3.1,Master,Married,4,66268.62,11907.16,480.0,Closed,Average,1,0.4696,Approved
Male,30,74560.34,Employed,3.5,Bachelor,Single,1,19189.76,5891.43,584.0,None,Poor,3,0.3436,Approved
Male,45,118620.01,Employed,1.5,High School,Single,4,14177.22,8880.79,602.0,Active,Poor,0,0.3407,Approved
Female,58,76165.55,Employed,16.1,Master,Married,1,14630.99,5764.85,737.0,Active,Poor,5,0.4173,Approved
Male,45,123652.18,Retired,0.3,High School,Single,4,28441.22,9798.89,521.0,None,Average,2,0.4183,Rejected
Female,51,66672.94,Employed,1.9,High School,Married,4,3788.89,4810.33,616.0,Active,Good,2,0.1528,Approved
Female,23,148575.1,Employed,5.0,High School,Single,3,38406.56,12067.31,789.0,Closed,Good,5,0.5469,Approved
Female,38,139798.49,Self-Employed,6.0,Bachelor,Single,3,2819.46,10840.05,726.0,Active,Good,7,0.1328,Rejected
Female,47,,Self-Employed,3.4,High School,Single,3,1137.31,1943.84,744.0,None,Good,0,0.337,Approved
Male,60,135031.66,Employed,11.7,PhD,Married,2,40408.45,9981.9,526.0,None,Poor,1,0.3276,Approved
Female,59,67233.27,Employed,1.6,Bachelor,Married,0,32823.81,4833.59,747.0,None,Good,3,0.7629,Approved
Male,64,97977.85,Employed,7.0,Bachelor,Single,4,9069.85,7915.9,640.0,Closed,Average,6,0.3035,Rejected
Female,41,93886.16,Employed,3.6,Other,Single,2,28199.35,6777.78,543.0,Active,Good,0,0.4304,Approved
Male,27,,Employed,6.9,High School,Married,2,2054.5,12179.53,597.0,Default,Average,4,0.0693,Approved
Male,30,135599.5,Employed,2.3,Other,Single,3,50456.54,11282.27,681.0,Active,Good,3,0.5604,Approved
Female,63,124712.62,Employed,36.7,Bachelor,Married,4,24648.73,9498.43,586.0,Default,Good,3,0.3182,Approved
Female,41,44825.96,Unemployed,1.2,Other,Single,2,20929.49,3465.98,625.0,None,No History,7,0.6202,Rejected
Female,53,84805.97,Employed,2.0,High School,Single,0,39791.51,6659.92,659.0,Active,Good,5,0.6005,Approved
Male,21,149242.59,Employed,3.0,Master,Married,4,54157.87,10778.74,786.0,None,Good,2,0.3979,Approved
Male,63,39496.24,Employed,0.7,Master,Married,4,611.82,2960.42,717.0,Active,Poor,3,0.2261,Approved
Male,41,,Employed,2.2,Master,Married,2,2517.54,2047.73,591.0,Default,Good,3,0.3928,Rejected
Female,55,56272.62,Employed,2.0,Master,Single,1,2881.53,4087.48,535.0,Default,Average,3,0.1674,Approved
Female,54,107148.87,Employed,6.6,Master,Married,3,48912.68,7960.46,630.0,None,No History,1,0.6194,Approved
Female,61,123585.58,Self-Employed,2.3,Bachelor,Married,1,56543.19,8989.92,517.0,Active,Good,0,0.5545,Approved
Female,34,86516.22,Employed,6.9,Master,Single,3,21205.19,6159.15,636.0,None,No History,4,0.3555,Approved
Male,35,76380.47,Retired,0.1,Bachelor,Married,4,22867.31,6002.55,599.0,None,Average,7,0.462,Rejected
Female,30,149701.2,Employed,12.0,Master,Married,3,49456.44,12428.68,643.0,Closed,Average,5,0.3953,Approved
Male,39,100346.61,Self-Employed,0.6,PhD,Single,2,49705.43,7222.72,671.0,None,Good,3,0.5378,Approved
Male,27,71716.03,Employed,6.8,Bachelor,Married,0,16005.21,5852.54,554.0,None,Poor,5,0.3215,Rejected
Male,23,127228.72,Employed,5.0,Bachelor,Divorced,4,4928.72,10124.8,582.0,Default,Poor,2,0.0994,Approved
Female,39,21326.54,Employed,9.4,Other,Single,3,6642.55,1587.36,651.0,Active,Poor,1,0.5899,Approved
Male,56,62751.88,Self-Employed,26.5,Bachelor,Single,4,17628.46,4964.85,528.0,None,No History,6,0.2821,Approved
Male,56,120336.37,Unemployed,4.4,Master,Married,4,14552.86,8850.87,591.0,None,Average,0,0.2155,Approved
Male,59,123285.76,Self-Employed,15.2,Master,Married,2,19243.87,9950.15,577.0,None,Good,4,0.4051,Rejected
Female,51,36084.65,Self-Employed,1.3,Other,Single,1,7819.16,2757.04,693.0,Active,Average,1,0.4817,Approved
Male,22,53183.28,Unemployed,4.0,Other,Single,2,11362.12,3950.81,700.0,None,Poor,6,0.2702,Approved
Male,41,94656.53,Employed,2.8,Bachelor,Divorced,4,10607.79,7766.18,634.0,Active,Average,1,0.1544,Approved
Male,46,54387.11,Employed,3.7,PhD,Single,3,14559.36,3897.62,728.0,None,No History,2,0.4848,Approved
Female,31,,Employed,10.2,Master,Married,2,40329.62,11788.46,806.0,None,Average,4,0.5747,Approved
Female,50,40879.82,Retired,1.9,Master,Single,3,11001.17,3394.44,717.0,Active,Average,4,0.4429,Rejected
Female,60,76871.6,Self-Employed,0.5,Master,Single,3,11914.07,5467.23,755.0,Active,No History,0,0.1865,Approved
Male,27,128773.26,Unemployed,2.2,Bachelor,Married,0,17247.52,10274.94,569.0,None,Average,5,0.2258,Rejected
Male,54,95116.8,Unemployed,3.4,Master,Married,4,22853.3,6872.7,474.0,None,Good,0,0.2752,Approved
Female,42,115842.04,Retired,3.9,Bachelor,Single,2,20532.4,9204.49,621.0,Active,Good,4,0.308,Approved
Male,27,97325.08,Self-Employed,4.1,Master,Divorced,4,24309.97,7812.84,670.0,None,Good,3,0.3387,Approved
Female,45,79330.11,Employed,3.5,Bachelor,Married,2,7897.4,5619.5,626.0,None,Average,6,0.3149,Approved
Female,54,137216.99,Employed,9.5,Bachelor,Married,2,58752.01,10455.87,616.0,None,No History,7,0.6231,Rejected
Female,64,82602.93,Retired,1.4,Bachelor,Married,2,11186.05,6368.85,746.0,None,Average,7,0.3998,Rejected
Female,22,68633.67,Employed,0.8,PhD,Married,4,4276.28,5428.93,723.0,Active,Poor,6,0.1792,Approved
Male,25,70269.89,Employed,2.4,PhD,Single,1,27275.63,5682.67,680.0,None,Good,4,0.412,Approved
Female,37,69144.0,Retired,0.6,High School,Married,4,31678.84,4964.62,570.0,Active,Good,5,0.7385,Rejected
Male,31,78527.81,Retired,5.2,High School,Married,4,15731.28,6298.02,633.0,None,Good,3,0.4228,Approved
Female,36,37811.43,Employed,1.9,Other,Married,4,82.69,2773.73,518.0,None,Good,2,0.2137,Approved
Female,64,32209.58,Employed,3.5,High School,Single,3,3032.22,2545.93,518.0,None,Good,2,0.2488,Approved
Female,21,83306.65,Employed,3.0,PhD,Married,2,6878.63,6310.07,643.0,Active,Poor,2,0.1472,Approved
Female,21,24774.66,Self-Employed,0.7,Other,Single,1,3812.25,2002.3,695.0,None,Poor,4,0.2334,Approved
Male,45,64442.5,Employed,0.1,Master,Married,3,5725.74,4934.91,576.0,None,Average,3,0.2391,Approved
Male,58,25870.58,Unemployed,7.8,High School,Single,1,8773.88,1857.41,542.0,None,Good,1,0.5878,Approved
Male,28,69160.02,Self-Employed,1.6,Master,Married,1,31541.67,5440.33,723.0,None,Good,5,0.622,Approved
Female,35,91414.88,Employed,6.2,Bachelor,Single,1,5038.99,7167.08,528.0,None,Good,0,0.2569,Approved
Male,42,97396.51,Self-Employed,1.4,PhD,Single,3,18676.52,7166.78,590.0,None,Good,0,0.4767,Approved
Female,31,109523.15,Employed,2.0,Master,Married,2,49018.7,8366.54,618.0,None,Average,0,0.7186,Approved
Female,39,112657.89,Employed,5.8,High School,Single,1,9982.27,9367.58,512.0,Closed,Good,2,0.3762,Approved
Female,50,22857.75,Employed,0.3,Bachelor,Married,3,10861.82,1769.53,674.0,None,Poor,5,0.5117,Approved
Male,36,78873.31,Employed,9.5,High School,Married,0,11667.38,5986.9,640.0,None,Good,4,0.2718,Approved
Female,26,24218.0,Self-Employed,8.0,High School,Married,3,1682.5,2010.69,618.0,Active,No History,5,0.2904,Approved
Male,64,86647.05,Unemployed,6.3,Bachelor,Single,0,6068.24,6923.53,736.0,Active,Average,4,0.1141,Approved
Male,44,38912.74,Employed,10.7,Other,Single,3,14625.47,3201.41,531.0,None,Good,3,,Approved
Male,57,77666.76,Self-Employed,10.7,Master,Single,2,23268.85,5905.78,554.0,Closed,Average,7,0.4711,Rejected
Male,49,147396.27,Employed,0.9,Bachelor,Married,2,70116.81,11109.7,572.0,Closed,Average,4,0.5007,Approved
Male,27,101171.19,Employed,6.5,Other,Divorced,0,17075.11,7622.83,647.0,Default,Good,1,0.3429,Approved
Male,23,23418.28,Employed,5.0,Bachelor,Married,1,10141.22,1724.47,627.0,Active,Good,0,0.4557,Approved
Male,58,86284.1,Employed,9.4,High School,Married,4,15037.92,6800.67,605.0,None,Good,7,0.4102,Approved
Male,24,128579.15,Employed,6.0,High School,Single,1,54264.02,9400.68,850.0,Closed,Average,5,0.698,Approved
Female,22,73944.61,Employed,0.8,Master,Married,2,12234.57,5488.92,605.0,None,Average,7,0.2394,Approved
Female,34,128164.83,Employed,6.9,PhD,Divorced,3,60884.62,9085.97,700.0,Closed,Poor,1,0.6273,Approved
Male,37,97421.59,Self-Employed,2.3,Bachelor,Single,4,24354.6,7857.71,595.0,None,Average,4,0.3228,Rejected
Male,42,54129.64,Retired,0.1,PhD,Divorced,4,3991.27,3950.79,747.0,None,Average,3,0.2005,Rejected
Male,34,131244.78,Employed,3.1,Bachelor,Married,2,61575.44,10583.88,608.0,None,Good,4,0.7539,Approved
Female,36,140498.32,Employed,5.2,High School,Single,3,16520.51,10836.77,712.0,None,Average,7,0.1844,Approved
Female,30,93414.72,Unemployed,2.0,Master,Divorced,1,31858.28,6899.26,621.0,None,Good,6,,Rejected
Female,57,32752.27,Self-Employed,0.7,Other,Married,3,7301.92,2719.32,632.0,None,Average,4,0.2453,Approved
Female,52,38035.93,Retired,0.7,Bachelor,Single,2,15286.15,2785.18,,None,Average,1,0.6963,Rejected
Female,49,99627.58,Employed,5.3,Master,Divorced,2,31457.36,8301.36,559.0,Default,Average,6,0.5952,Rejected
Male,60,60319.79,Employed,0.0,High School,Single,3,18531.71,4600.11,584.0,Active,Good,0,,Rejected
Female,64,98917.54,Unemployed,13.0,High School,Married,2,39096.78,7367.05,593.0,None,Poor,7,0.4069,Rejected
Female,57,48478.69,Unemployed,1.1,Master,Married,1,4741.43,3995.13,576.0,None,Poor,6,0.1379,Rejected
Male,60,141105.09,Employed,5.9,High School,Single,2,52572.35,10868.98,663.0,None,Poor,6,0.4913,Approved
Male,47,113969.96,Employed,6.4,High School,Single,1,25918.47,9454.43,623.0,None,Average,3,0.4272,Approved
Female,58,51050.76,Employed,2.0,PhD,Married,3,8144.38,4182.54,682.0,Active,Good,6,0.3856,Approved
Male,61,76029.13,Self-Employed,0.3,Other,Married,4,25222.61,6075.59,571.0,None,Good,7,0.6312,Rejected
Female,49,94027.46,Employed,1.8,High School,Married,0,22622.05,7773.1,701.0,Closed,Good,1,0.3272,Approved
Male,48,57668.75,Employed,5.3,Bachelor,Single,0,28778.09,4217.47,745.0,Default,Poor,2,0.6513,Approved
Female,34,136026.49,Unemployed,3.3,Bachelor,Married,2,38945.43,10537.68,739.0,None,Good,2,0.32,Approved
Male,49,89534.25,Employed,10.2,PhD,Married,3,16289.34,7108.28,738.0,None,Average,4,0.1829,Rejected
Female,54,132828.45,Employed,5.5,High School,Single,0,218.72,10527.59,637.0,Closed,Average,5,0.1628,Approved
Male,58,,Retired,2.4,Bachelor,Divorced,4,40327.87,6535.73,743.0,None,Average,0,0.4851,Approved
Female,38,109032.88,Employed,2.1,Master,Married,3,29437.85,8359.12,625.0,Active,Average,3,0.398,Approved
Male,56,20439.92,Employed,1.6,Bachelor,Married,2,8830.59,1550.48,665.0,Closed,Average,4,0.6421,Approved
Male,29,76813.13,Employed,3.5,Bachelor,Married,0,26573.59,5818.17,534.0,None,Poor,4,0.4213,Approved
Female,43,30428.31,Employed,0.5,Master,Single,4,14963.02,2477.83,538.0,Active,No History,5,0.6399,Rejected
Male,41,58452.24,Retired,2.9,High School,Divorced,1,22269.22,4396.71,558.0,Active,Average,6,0.6543,Rejected
Female,43,96574.93,Employed,3.0,PhD,Married,2,26688.76,7668.47,667.0,None,Average,3,0.4435,Approved
Female,38,98891.76,Employed,6.9,Master,Married,2,30785.39,8004.04,714.0,None,Average,4,0.4141,Approved
Male,29,22354.23,Employed,11.0,PhD,Single,1,4887.26,1753.42,537.0,None,Average,4,0.3809,Rejected
Female,28,141994.84,Employed,3.2,Bachelor,Divorced,3,46888.43,10963.9,646.0,Active,Poor,1,0.4276,Approved
Female,34,40861.94,Employed,11.0,Bachelor,Married,2,7146.82,3155.33,562.0,None,No History,4,0.4073,Approved
Female,47,88882.2,Employed,7.9,Master,Married,2,25730.9,6599.49,621.0,Default,No History,6,0.5759,Approved
Male,28,66941.78,Employed,6.1,High School,Single,4,11903.87,5198.4,745.0,None,Good,5,0.2316,Approved
Female,23,41000.39,Employed,5.0,PhD,Single,2,10859.46,3161.33,772.0,None,Average,0,0.3585,Rejected
Male,45,136136.35,Employed,1.6,High School,Married,2,14780.61,9959.66,650.0,None,Average,2,0.152,Approved
Male,44,61736.93,Employed,0.5,Bachelor,Divorced,0,11199.97,5130.71,564.0,Default,Good,7,0.2635,Approved
Male,46,27305.34,Employed,10.8,Master,Married,4,12972.34,2248.21,777.0,None,Average,2,0.5273,Approved
Female,58,41801.36,Employed,4.3,Master,Single,2,7014.85,3008.98,516.0,Closed,Good,7,0.2986,Approved
Male,63,98506.39,Employed,2.7,Bachelor,Divorced,4,8930.24,7723.44,684.0,Active,Good,5,0.1489,Rejected
Female,64,110448.58,Employed,8.4,High School,Married,4,42152.35,8267.87,675.0,Closed,Good,2,0.6601,Approved
Male,54,64144.11,Unemployed,1.4,High School,Single,3,21932.39,5261.6,761.0,None,No History,4,0.5697,Rejected
Male,32,26053.76,Self-Employed,6.8,Other,Single,4,4515.63,2170.23,621.0,Active,Good,7,0.2049,Approved
Male,39,70974.39,Employed,11.3,Bachelor,Single,2,34500.05,5089.24,697.0,Active,Average,1,0.4941,Approved
Female,48,23485.79,Self-Employed,1.3,Bachelor,Married,1,6632.02,1707.59,601.0,Active,Good,0,0.3044,Approved
Male,22,32939.64,Self-Employed,1.5,Bachelor,Married,0,8499.44,2541.74,613.0,Active,No History,3,0.4535,Rejected
Female,51,137746.8,Employed,7.5,PhD,Single,4,48886.76,11432.7,714.0,Active,Average,7,0.5786,Rejected
Male,31,74598.15,Self-Employed,8.0,Bachelor,Married,3,1280.54,5426.7,803.0,Default,Poor,5,0.1416,Approved
Female,35,88235.74,Self-Employed,0.3,Bachelor,Married,1,22039.62,6480.43,625.0,Active,Good,3,0.533,Approved
Female,21,45076.19,Self-Employed,1.7,Bachelor,Divorced,3,2957.56,3703.26,639.0,Closed,Good,5,0.2958,Approved
Female,50,35171.77,Employed,0.3,PhD,Single,2,8775.25,2681.13,625.0,Active,Average,0,0.5355,Approved
Male,28,106887.24,Unemployed,0.4,High School,Married,3,9513.82,7985.78,617.0,Active,Average,6,0.2686,Rejected
Male,38,140226.81,Retired,3.4,PhD,Single,1,44847.68,10333.3,635.0,Default,Good,7,0.3366,Approved
Male,62,138518.98,Employed,2.5,Master,Divorced,4,18856.2,11344.23,720.0,None,Good,1,0.255,Rejected
Male,38,96590.89,Unemployed,0.2,Bachelor,Divorced,2,26297.55,7546.49,542.0,None,Average,5,0.4731,Rejected
Female,33,112117.13,Employed,5.1,Master,Divorced,4,20847.09,7998.31,660.0,None,Good,2,0.4429,Approved
Male,23,102698.83,Employed,5.0,Bachelor,Married,2,45104.16,7963.47,605.0,None,Poor,2,0.4968,Approved
Female,43,95740.24,Self-Employed,5.3,Bachelor,Married,0,3352.59,7517.62,632.0,Closed,Good,2,0.0891,Rejected
Male,31,134206.56,Self-Employed,13.0,Master,Single,3,19137.55,10553.14,718.0,Active,Good,1,0.1965,Approved
Male,28,139248.75,Employed,9.6,Master,Married,0,17718.2,10394.1,707.0,Active,No History,5,0.4117,Approved
Female,22,96304.6,Employed,3.8,Other,Married,4,15797.77,7218.45,569.0,None,Good,3,,Approved
Male,55,23547.39,Employed,1.3,PhD,Married,4,8698.51,1735.69,670.0,Active,Average,3,0.6375,Approved
Male,44,62373.7,Retired,6.2,Master,Divorced,3,8443.58,4540.29,709.0,Active,Good,2,0.3885,Approved
Female,48,89891.99,Self-Employed,1.6,Bachelor,Single,3,6122.69,7303.56,558.0,Active,Good,6,0.0692,Approved
Male,58,80742.61,Employed,3.7,Master,Married,3,30646.63,5912.01,584.0,None,Poor,5,0.478,Approved
Male,23,24384.91,Employed,0.3,Bachelor,Single,1,4695.32,1895.27,613.0,None,Average,0,0.2363,Approved
Female,62,133642.14,Self-Employed,4.6,High School,Married,4,12749.5,9657.3,512.0,Default,Good,7,0.1866,Approved
Female,58,68757.66,Employed,2.9,Bachelor,Single,1,15579.59,4966.22,759.0,Default,Good,4,0.4011,Rejected
Female,62,100950.12,Self-Employed,12.6,Bachelor,Single,3,42750.69,7441.89,618.0,None,Poor,2,0.4374,Approved
Female,32,49113.33,Self-Employed,1.2,Bachelor,Married,1,13713.65,3951.06,779.0,None,Average,5,0.4521,Approved
Male,39,47077.13,Employed,14.8,Master,Married,4,10194.42,3801.83,642.0,None,Average,5,,Approved
Female,32,132424.18,Employed,2.4,Bachelor,Single,1,31776.29,9535.31,545.0,None,Poor,3,0.4901,Approved
Female,44,107965.58,Employed,0.8,Bachelor,Divorced,2,41789.72,7770.55,746.0,Closed,Poor,0,0.6449,Approved
Male,25,70188.83,Employed,2.2,Master,Married,4,31706.24,5359.97,563.0,None,Poor,7,0.4873,Rejected
Male,53,46028.08,Employed,2.9,Master,Single,0,13485.52,3290.26,655.0,Closed,Good,2,0.3787,Approved
Male,48,64049.58,Self-Employed,18.0,High School,Married,3,26587.75,5138.6,595.0,None,No History,7,0.5938,Rejected
Female,40,76283.13,Employed,0.3,PhD,Single,2,37133.84,5869.16,707.0,None,Average,7,0.7005,Rejected
Female,33,149275.92,Employed,1.9,Other,Married,3,51680.22,11790.51,533.0,Closed,Good,2,0.4952,Approved
Female,45,89162.32,Employed,0.7,Master,Single,2,25946.65,6637.38,788.0,None,Good,1,0.504,Approved
Female,31,57563.96,Self-Employed,0.2,Other,Single,2,20948.06,4457.81,751.0,None,Good,5,0.5323,Approved
Male,34,148530.11,Employed,2.3,Bachelor,Married,3,43966.75,11847.72,675.0,None,Average,2,0.4791,Rejected
Male,33,21693.29,Self-Employed,7.6,Bachelor,Married,0,4987.1,1698.28,661.0,Closed,Good,7,0.4771,Approved
Female,53,82830.24,Employed,1.1,Bachelor,Married,2,20315.22,6635.47,697.0,Default,No History,1,0.485,Approved
Male,37,102091.89,Employed,0.8,Bachelor,Divorced,4,7460.6,8409.72,567.0,Active,Good,7,0.1208,Rejected
Female,33,61788.44,Self-Employed,4.7,PhD,Single,1,2891.63,4575.14,697.0,None,No History,1,0.228,Approved
Male,35,125981.45,Unemployed,0.7,Master,Single,0,16641.43,10001.77,675.0,Closed,Good,0,0.2374,Approved
Male,39,128916.03,Self-Employed,1.8,Master,Married,2,33631.38,9233.72,738.0,None,Good,7,0.4544,Approved
Male,29,41853.89,Employed,1.9,Master,Single,2,11059.23,3348.83,531.0,Closed,Average,6,0.5282,Rejected
